nohup: ignoring input
 Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|█████     | 1/2 [00:05<00:05,  5.20s/it] Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.22s/it] Loading checkpoint shards: 100%|██████████| 2/2 [00:07<00:00,  3.52s/it]
Found cached dataset csv (/data/jc/hf/mrm8488___csv/mrm8488--fake-news-d4fd5c02f3284619/0.0.0/6954658bab30a358235fa864b05cf819af0e179325c740e4bc853bcc7ec513e1)
/home/jkl6486/miniconda3/envs/sbit/lib/python3.11/site-packages/transformers/optimization.py:457: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  9%|▊         | 970/11225 [43:38<7:18:44,  2.57s/it]  9%|▊         | 971/11225 [43:40<7:18:04,  2.56s/it]  9%|▊         | 972/11225 [43:43<7:25:57,  2.61s/it]  9%|▊         | 973/11225 [43:46<7:37:46,  2.68s/it]  9%|▊         | 974/11225 [43:49<7:45:08,  2.72s/it]  9%|▊         | 975/11225 [43:52<7:50:58,  2.76s/it]  9%|▊         | 976/11225 [43:54<7:52:37,  2.77s/it]  9%|▊         | 977/11225 [43:57<7:57:14,  2.79s/it]  9%|▊         | 978/11225 [44:00<8:02:07,  2.82s/it]  9%|▊         | 979/11225 [44:03<7:59:33,  2.81s/it]  9%|▊         | 980/11225 [44:06<7:58:17,  2.80s/it]  9%|▊         | 981/11225 [44:09<7:59:15,  2.81s/it]  9%|▊         | 982/11225 [44:11<8:01:09,  2.82s/it]  9%|▉         | 983/11225 [44:14<8:06:50,  2.85s/it]  9%|▉         | 984/11225 [44:17<8:10:19,  2.87s/it]  9%|▉         | 985/11225 [44:20<8:15:08,  2.90s/it]  9%|▉         | 986/11225 [44:23<8:16:55,  2.91s/it]  9%|▉         | 987/11225 [44:26<8:19:21,  2.93s/it]  9%|▉         | 988/11225 [44:29<7:59:21,  2.81s/it]  9%|▉         | 989/11225 [44:31<7:59:13,  2.81s/it]  9%|▉         | 990/11225 [44:34<7:59:58,  2.81s/it]  9%|▉         | 991/11225 [44:37<7:43:05,  2.72s/it]  9%|▉         | 992/11225 [44:39<7:35:01,  2.67s/it]  9%|▉         | 993/11225 [44:42<7:27:59,  2.63s/it]  9%|▉         | 994/11225 [44:44<7:22:41,  2.60s/it]  9%|▉         | 995/11225 [44:47<7:20:41,  2.58s/it]  9%|▉         | 996/11225 [44:50<7:19:26,  2.58s/it]  9%|▉         | 997/11225 [44:52<7:18:20,  2.57s/it]  9%|▉         | 998/11225 [44:55<7:17:33,  2.57s/it]  9%|▉         | 999/11225 [44:57<7:17:05,  2.56s/it]  9%|▉         | 1000/11225 [45:00<7:16:49,  2.56s/it]  9%|▉         | 1001/11225 [45:02<7:16:35,  2.56s/it]  9%|▉         | 1002/11225 [45:05<7:25:29,  2.61s/it]  9%|▉         | 1003/11225 [45:08<7:35:07,  2.67s/it]  9%|▉         | 1004/11225 [45:11<7:41:06,  2.71s/it]  9%|▉         | 1005/11225 [45:13<7:45:14,  2.73s/it]  9%|▉         | 1006/11225 [45:16<7:47:08,  2.74s/it]  9%|▉         | 1007/11225 [45:19<7:47:34,  2.75s/it]  9%|▉         | 1008/11225 [45:22<7:49:48,  2.76s/it]  9%|▉         | 1009/11225 [45:25<7:51:14,  2.77s/it]  9%|▉         | 1010/11225 [45:27<7:53:23,  2.78s/it]  9%|▉         | 1011/11225 [45:30<7:57:32,  2.81s/it]  9%|▉         | 1012/11225 [45:33<7:59:38,  2.82s/it]  9%|▉         | 1013/11225 [45:36<8:00:14,  2.82s/it]  9%|▉         | 1014/11225 [45:39<7:59:05,  2.82s/it]  9%|▉         | 1015/11225 [45:41<7:45:23,  2.73s/it]  9%|▉         | 1016/11225 [45:44<7:30:59,  2.65s/it]  9%|▉         | 1017/11225 [45:46<7:25:08,  2.62s/it]  9%|▉         | 1018/11225 [45:49<7:21:09,  2.59s/it]  9%|▉         | 1019/11225 [45:51<7:18:15,  2.58s/it]  9%|▉         | 1020/11225 [45:54<7:16:56,  2.57s/it]  9%|▉         | 1021/11225 [45:56<7:15:53,  2.56s/it]  9%|▉         | 1022/11225 [45:59<7:15:41,  2.56s/it]  9%|▉         | 1023/11225 [46:02<7:15:19,  2.56s/it]  9%|▉         | 1024/11225 [46:04<7:15:27,  2.56s/it]  9%|▉         | 1025/11225 [46:07<7:15:13,  2.56s/it]  9%|▉         | 1026/11225 [46:09<7:15:08,  2.56s/it]  9%|▉         | 1027/11225 [46:12<7:26:42,  2.63s/it]  9%|▉         | 1028/11225 [46:15<7:35:19,  2.68s/it]  9%|▉         | 1029/11225 [46:18<7:44:01,  2.73s/it]  9%|▉         | 1030/11225 [46:20<7:46:44,  2.75s/it]  9%|▉         | 1031/11225 [46:23<7:50:51,  2.77s/it]  9%|▉         | 1032/11225 [46:26<7:55:27,  2.80s/it]  9%|▉         | 1033/11225 [46:29<7:56:34,  2.81s/it]  9%|▉         | 1034/11225 [46:32<7:57:58,  2.81s/it]  9%|▉         | 1035/11225 [46:35<7:57:33,  2.81s/it]  9%|▉         | 1036/11225 [46:37<7:58:43,  2.82s/it]  9%|▉         | 1037/11225 [46:40<7:57:56,  2.81s/it]  9%|▉         | 1038/11225 [46:43<7:59:27,  2.82s/it]  9%|▉         | 1039/11225 [46:46<7:46:29,  2.75s/it]  9%|▉         | 1040/11225 [46:48<7:32:37,  2.67s/it]  9%|▉         | 1041/11225 [46:51<7:25:53,  2.63s/it]  9%|▉         | 1042/11225 [46:53<7:20:55,  2.60s/it]  9%|▉         | 1043/11225 [46:56<7:17:40,  2.58s/it]  9%|▉         | 1044/11225 [46:58<7:16:33,  2.57s/it]  9%|▉         | 1045/11225 [47:01<7:15:39,  2.57s/it]  9%|▉         | 1046/11225 [47:03<7:15:03,  2.56s/it]  9%|▉         | 1047/11225 [47:06<7:14:47,  2.56s/it]  9%|▉         | 1048/11225 [47:08<7:14:23,  2.56s/it]  9%|▉         | 1049/11225 [47:11<7:13:59,  2.56s/it]  9%|▉         | 1050/11225 [47:14<7:18:38,  2.59s/it]  9%|▉         | 1051/11225 [47:17<7:32:05,  2.67s/it]  9%|▉         | 1052/11225 [47:19<7:39:07,  2.71s/it]  9%|▉         | 1053/11225 [47:22<7:51:18,  2.78s/it]  9%|▉         | 1054/11225 [47:25<7:59:37,  2.83s/it]  9%|▉         | 1055/11225 [47:28<8:06:34,  2.87s/it]  9%|▉         | 1056/11225 [47:31<8:10:59,  2.90s/it]  9%|▉         | 1057/11225 [47:34<7:57:06,  2.82s/it]  9%|▉         | 1058/11225 [47:36<7:46:53,  2.76s/it]  9%|▉         | 1059/11225 [47:39<7:52:30,  2.79s/it]  9%|▉         | 1060/11225 [47:42<7:56:26,  2.81s/it]  9%|▉         | 1061/11225 [47:45<7:57:44,  2.82s/it]  9%|▉         | 1062/11225 [47:48<8:00:41,  2.84s/it]  9%|▉         | 1063/11225 [47:51<8:02:21,  2.85s/it]  9%|▉         | 1064/11225 [47:54<8:02:13,  2.85s/it]  9%|▉         | 1065/11225 [47:56<8:02:28,  2.85s/it]  9%|▉         | 1066/11225 [47:59<8:00:48,  2.84s/it] 10%|▉         | 1067/11225 [48:02<7:59:30,  2.83s/it] 10%|▉         | 1068/11225 [48:05<7:42:34,  2.73s/it] 10%|▉         | 1069/11225 [48:07<7:29:29,  2.66s/it] 10%|▉         | 1070/11225 [48:10<7:23:31,  2.62s/it] 10%|▉         | 1071/11225 [48:12<7:19:18,  2.60s/it] 10%|▉         | 1072/11225 [48:15<7:15:57,  2.58s/it] 10%|▉         | 1073/11225 [48:17<7:15:04,  2.57s/it] 10%|▉         | 1074/11225 [48:20<7:14:38,  2.57s/it] 10%|▉         | 1075/11225 [48:22<7:14:02,  2.57s/it] 10%|▉         | 1076/11225 [48:25<7:13:49,  2.56s/it] 10%|▉         | 1077/11225 [48:27<7:13:25,  2.56s/it] 10%|▉         | 1078/11225 [48:30<7:13:12,  2.56s/it] 10%|▉         | 1079/11225 [48:33<7:20:00,  2.60s/it] 10%|▉         | 1080/11225 [48:36<7:31:49,  2.67s/it] 10%|▉         | 1081/11225 [48:38<7:40:50,  2.73s/it] 10%|▉         | 1082/11225 [48:41<7:47:37,  2.77s/it] 10%|▉         | 1083/11225 [48:44<7:51:58,  2.79s/it] 10%|▉         | 1084/11225 [48:47<7:53:05,  2.80s/it] 10%|▉         | 1085/11225 [48:50<7:53:46,  2.80s/it] 10%|▉         | 1086/11225 [48:53<7:57:20,  2.82s/it] 10%|▉         | 1087/11225 [48:55<7:54:59,  2.81s/it] 10%|▉         | 1088/11225 [48:58<7:55:27,  2.81s/it] 10%|▉         | 1089/11225 [49:01<7:56:50,  2.82s/it] 10%|▉         | 1090/11225 [49:04<7:58:10,  2.83s/it] 10%|▉         | 1091/11225 [49:07<8:01:06,  2.85s/it] 10%|▉         | 1092/11225 [49:09<7:48:17,  2.77s/it] 10%|▉         | 1093/11225 [49:12<7:33:18,  2.68s/it] 10%|▉         | 1094/11225 [49:14<7:25:44,  2.64s/it] 10%|▉         | 1095/11225 [49:17<7:20:29,  2.61s/it] 10%|▉         | 1096/11225 [49:19<7:16:53,  2.59s/it] 10%|▉         | 1097/11225 [49:22<7:14:45,  2.58s/it] 10%|▉         | 1098/11225 [49:25<7:13:38,  2.57s/it] 10%|▉         | 1099/11225 [49:27<7:12:50,  2.56s/it] 10%|▉         | 1100/11225 [49:30<7:14:15,  2.57s/it] 10%|▉         | 1101/11225 [49:32<7:13:29,  2.57s/it] 10%|▉         | 1102/11225 [49:35<7:13:15,  2.57s/it] 10%|▉         | 1103/11225 [49:37<7:13:43,  2.57s/it] 10%|▉         | 1104/11225 [49:41<7:45:15,  2.76s/it] 10%|▉         | 1105/11225 [49:44<8:04:44,  2.87s/it] 10%|▉         | 1106/11225 [49:47<8:05:06,  2.88s/it] 10%|▉         | 1107/11225 [49:49<8:01:57,  2.86s/it] 10%|▉         | 1108/11225 [49:53<8:21:33,  2.97s/it] 10%|▉         | 1109/11225 [49:56<8:37:28,  3.07s/it] 10%|▉         | 1110/11225 [49:59<8:32:04,  3.04s/it] 10%|▉         | 1111/11225 [50:02<8:26:43,  3.01s/it] 10%|▉         | 1112/11225 [50:05<8:24:36,  2.99s/it] 10%|▉         | 1113/11225 [50:08<8:21:10,  2.97s/it] 10%|▉         | 1114/11225 [50:10<8:03:03,  2.87s/it] 10%|▉         | 1115/11225 [50:13<7:57:59,  2.84s/it] 10%|▉         | 1116/11225 [50:16<7:56:02,  2.83s/it] 10%|▉         | 1117/11225 [50:19<7:56:11,  2.83s/it] 10%|▉         | 1118/11225 [50:22<7:57:25,  2.83s/it] 10%|▉         | 1119/11225 [50:25<7:58:29,  2.84s/it] 10%|▉         | 1120/11225 [50:27<7:57:07,  2.83s/it] 10%|▉         | 1121/11225 [50:30<7:43:16,  2.75s/it] 10%|▉         | 1122/11225 [50:32<7:30:11,  2.67s/it] 10%|█         | 1123/11225 [50:35<7:23:26,  2.63s/it] 10%|█         | 1124/11225 [50:37<7:19:04,  2.61s/it] 10%|█         | 1125/11225 [50:40<7:14:24,  2.58s/it] 10%|█         | 1126/11225 [50:43<7:13:35,  2.58s/it] 10%|█         | 1127/11225 [50:45<7:12:49,  2.57s/it] 10%|█         | 1128/11225 [50:48<7:11:51,  2.57s/it] 10%|█         | 1129/11225 [50:50<7:11:30,  2.56s/it] 10%|█         | 1130/11225 [50:53<7:11:00,  2.56s/it] 10%|█         | 1131/11225 [50:55<7:10:15,  2.56s/it] 10%|█         | 1132/11225 [50:58<7:17:11,  2.60s/it] 10%|█         | 1133/11225 [51:01<7:27:53,  2.66s/it] 10%|█         | 1134/11225 [51:04<7:34:06,  2.70s/it] 10%|█         | 1135/11225 [51:06<7:38:34,  2.73s/it] 10%|█         | 1136/11225 [51:09<7:40:09,  2.74s/it] 10%|█         | 1137/11225 [51:12<7:44:34,  2.76s/it] 10%|█         | 1138/11225 [51:15<7:46:05,  2.77s/it] 10%|█         | 1139/11225 [51:18<7:51:26,  2.80s/it] 10%|█         | 1140/11225 [51:21<7:56:20,  2.83s/it] 10%|█         | 1141/11225 [51:23<7:53:03,  2.81s/it] 10%|█         | 1142/11225 [51:26<7:53:32,  2.82s/it] 10%|█         | 1143/11225 [51:29<7:56:27,  2.84s/it] 10%|█         | 1144/11225 [51:32<7:58:43,  2.85s/it] 10%|█         | 1145/11225 [51:35<7:54:33,  2.82s/it] 10%|█         | 1146/11225 [51:37<7:33:11,  2.70s/it] 10%|█         | 1147/11225 [51:40<7:24:59,  2.65s/it] 10%|█         | 1148/11225 [51:42<7:18:50,  2.61s/it] 10%|█         | 1149/11225 [51:45<7:14:51,  2.59s/it] 10%|█         | 1150/11225 [51:47<7:12:22,  2.57s/it] 10%|█         | 1151/11225 [51:50<7:11:17,  2.57s/it] 10%|█         | 1152/11225 [51:52<7:10:35,  2.56s/it] 10%|█         | 1153/11225 [51:55<7:09:53,  2.56s/it] 10%|█         | 1154/11225 [51:57<7:09:22,  2.56s/it] 10%|█         | 1155/11225 [52:00<7:08:55,  2.56s/it] 10%|█         | 1156/11225 [52:03<7:08:34,  2.55s/it] 10%|█         | 1157/11225 [52:05<7:14:09,  2.59s/it] 10%|█         | 1158/11225 [52:08<7:24:32,  2.65s/it] 10%|█         | 1159/11225 [52:11<7:31:17,  2.69s/it] 10%|█         | 1160/11225 [52:14<7:40:33,  2.75s/it] 10%|█         | 1161/11225 [52:16<7:44:10,  2.77s/it] 10%|█         | 1162/11225 [52:19<7:47:21,  2.79s/it] 10%|█         | 1163/11225 [52:22<7:42:56,  2.76s/it] 10%|█         | 1164/11225 [52:25<7:46:53,  2.78s/it] 10%|█         | 1165/11225 [52:28<7:47:04,  2.79s/it] 10%|█         | 1166/11225 [52:30<7:48:38,  2.80s/it] 10%|█         | 1167/11225 [52:33<7:51:09,  2.81s/it] 10%|█         | 1168/11225 [52:36<7:54:57,  2.83s/it] 10%|█         | 1169/11225 [52:39<8:00:07,  2.86s/it] 10%|█         | 1170/11225 [52:42<8:04:57,  2.89s/it] 10%|█         | 1171/11225 [52:45<8:06:48,  2.91s/it] 10%|█         | 1172/11225 [52:48<8:09:37,  2.92s/it] 10%|█         | 1173/11225 [52:50<7:43:38,  2.77s/it] 10%|█         | 1174/11225 [52:53<7:44:04,  2.77s/it] 10%|█         | 1175/11225 [52:56<7:44:51,  2.78s/it] 10%|█         | 1176/11225 [52:58<7:29:31,  2.68s/it] 10%|█         | 1177/11225 [53:01<7:22:01,  2.64s/it] 10%|█         | 1178/11225 [53:04<7:16:45,  2.61s/it] 11%|█         | 1179/11225 [53:06<7:12:52,  2.59s/it] 11%|█         | 1180/11225 [53:09<7:11:54,  2.58s/it] 11%|█         | 1181/11225 [53:11<7:10:51,  2.57s/it] 11%|█         | 1182/11225 [53:14<7:10:10,  2.57s/it] 11%|█         | 1183/11225 [53:16<7:09:35,  2.57s/it] 11%|█         | 1184/11225 [53:19<7:09:02,  2.56s/it] 11%|█         | 1185/11225 [53:21<7:08:40,  2.56s/it] 11%|█         | 1186/11225 [53:24<7:08:30,  2.56s/it] 11%|█         | 1187/11225 [53:27<7:12:57,  2.59s/it] 11%|█         | 1188/11225 [53:29<7:22:05,  2.64s/it] 11%|█         | 1189/11225 [53:32<7:30:56,  2.70s/it] 11%|█         | 1190/11225 [53:35<7:36:11,  2.73s/it] 11%|█         | 1191/11225 [53:38<7:39:20,  2.75s/it] 11%|█         | 1192/11225 [53:41<7:44:52,  2.78s/it] 11%|█         | 1193/11225 [53:43<7:43:52,  2.77s/it] 11%|█         | 1194/11225 [53:46<7:44:02,  2.78s/it] 11%|█         | 1195/11225 [53:49<7:43:44,  2.77s/it] 11%|█         | 1196/11225 [53:52<7:44:33,  2.78s/it] 11%|█         | 1197/11225 [53:55<7:46:27,  2.79s/it] 11%|█         | 1198/11225 [53:57<7:47:37,  2.80s/it] 11%|█         | 1199/11225 [54:00<7:51:38,  2.82s/it] 11%|█         | 1200/11225 [54:03<7:34:55,  2.72s/it] 11%|█         | 1201/11225 [54:05<7:26:50,  2.67s/it] 11%|█         | 1202/11225 [54:08<7:19:40,  2.63s/it] 11%|█         | 1203/11225 [54:10<7:14:57,  2.60s/it] 11%|█         | 1204/11225 [54:13<7:11:39,  2.58s/it] 11%|█         | 1205/11225 [54:15<7:10:03,  2.58s/it] 11%|█         | 1206/11225 [54:18<7:09:08,  2.57s/it] 11%|█         | 1207/11225 [54:21<7:08:33,  2.57s/it] 11%|█         | 1208/11225 [54:23<7:08:04,  2.56s/it] 11%|█         | 1209/11225 [54:26<7:07:38,  2.56s/it] 11%|█         | 1210/11225 [54:28<7:07:17,  2.56s/it] 11%|█         | 1211/11225 [54:31<7:14:12,  2.60s/it]Epoch 0, Loss: 1.7882150411605835
Epoch 0, Loss: 1.3962618112564087
Epoch 0, Loss: 1.1077004671096802
Epoch 0, Loss: 1.719797134399414
Epoch 0, Loss: 1.6031537055969238
Epoch 0, Loss: 2.022386312484741
Epoch 0, Loss: 1.6734179258346558
Epoch 0, Loss: 1.866611361503601
Epoch 0, Loss: 1.4990508556365967
Epoch 0, Loss: 1.8746836185455322
Epoch 0, Loss: 1.8331352472305298
Epoch 0, Loss: 1.5007836818695068
Epoch 0, Loss: 1.5406006574630737
Epoch 0, Loss: 1.7678747177124023
Epoch 0, Loss: 1.6286990642547607
Epoch 0, Loss: 1.8312557935714722
Epoch 0, Loss: 1.5032004117965698
Epoch 0, Loss: 1.4996305704116821
Epoch 0, Loss: 0.9709677696228027
Epoch 0, Loss: 1.4742133617401123
Epoch 0, Loss: 2.2569282054901123
Epoch 0, Loss: 1.7504360675811768
Epoch 0, Loss: 1.475832462310791
Epoch 0, Loss: 0.9688161611557007
Epoch 0, Loss: 0.9521682262420654
Epoch 0, Loss: 1.7104320526123047
Epoch 0, Loss: 2.0807981491088867
Epoch 0, Loss: 1.5870636701583862
Epoch 0, Loss: 1.2830902338027954
Epoch 0, Loss: 1.9396041631698608
Epoch 0, Loss: 1.2157284021377563
Epoch 0, Loss: 1.570091962814331
Epoch 0, Loss: 1.2020682096481323
Epoch 0, Loss: 1.6507765054702759
Epoch 0, Loss: 2.0842087268829346
Epoch 0, Loss: 2.078277349472046
Epoch 0, Loss: 1.4436185359954834
Epoch 0, Loss: 1.7385611534118652
Epoch 0, Loss: 1.8777976036071777
Epoch 0, Loss: 1.515006422996521
Epoch 0, Loss: 1.0188897848129272
Epoch 0, Loss: 1.4943912029266357
Epoch 0, Loss: 1.8448810577392578
Epoch 0, Loss: 1.8891505002975464
Epoch 0, Loss: 1.997257947921753
Epoch 0, Loss: 1.6748669147491455
Epoch 0, Loss: 1.485946774482727
Epoch 0, Loss: 1.7732863426208496
Epoch 0, Loss: 1.9198009967803955
Epoch 0, Loss: 2.21726393699646
Epoch 0, Loss: 1.4392778873443604
Epoch 0, Loss: 1.1302299499511719
Epoch 0, Loss: 1.5701243877410889
Epoch 0, Loss: 1.8381034135818481
Epoch 0, Loss: 1.6895142793655396
Epoch 0, Loss: 1.554287314414978
Epoch 0, Loss: 1.5026748180389404
Epoch 0, Loss: 1.3553166389465332
Epoch 0, Loss: 1.9553431272506714
Epoch 0, Loss: 1.1643575429916382
Epoch 0, Loss: 0.8752235770225525
Epoch 0, Loss: 1.6560336351394653
Epoch 0, Loss: 1.9914873838424683
Epoch 0, Loss: 1.060151219367981
Epoch 0, Loss: 1.524069905281067
Epoch 0, Loss: 1.362189769744873
Epoch 0, Loss: 1.4695580005645752
Epoch 0, Loss: 1.3965401649475098
Epoch 0, Loss: 2.1535892486572266
Epoch 0, Loss: 1.6488428115844727
Epoch 0, Loss: 1.2595769166946411
Epoch 0, Loss: 1.5668407678604126
Epoch 0, Loss: 1.5232492685317993
Epoch 0, Loss: 1.5719270706176758
Epoch 0, Loss: 1.8625929355621338
Epoch 0, Loss: 1.1227108240127563
Epoch 0, Loss: 1.212299108505249
Epoch 0, Loss: 1.5162686109542847
Epoch 0, Loss: 1.5942302942276
Epoch 0, Loss: 1.5728262662887573
Epoch 0, Loss: 1.4435234069824219
Epoch 0, Loss: 2.1355979442596436
Epoch 0, Loss: 1.6635128259658813
Epoch 0, Loss: 1.9115383625030518
Epoch 0, Loss: 1.8322044610977173
Epoch 0, Loss: 1.6477423906326294
Epoch 0, Loss: 2.11494517326355
Epoch 0, Loss: 1.7579774856567383
Epoch 0, Loss: 1.7003498077392578
Epoch 0, Loss: 1.8589816093444824
Epoch 0, Loss: 1.0804685354232788
Epoch 0, Loss: 1.3006455898284912
Epoch 0, Loss: 1.8800081014633179
Epoch 0, Loss: 1.719369888305664
Epoch 0, Loss: 1.7986665964126587
Epoch 0, Loss: 1.9061881303787231
Epoch 0, Loss: 1.9068293571472168
Epoch 0, Loss: 1.9055218696594238
Epoch 0, Loss: 1.8540822267532349
Epoch 0, Loss: 1.091957449913025
Epoch 0, Loss: 1.6137442588806152
Epoch 0, Loss: 1.4545263051986694
Epoch 0, Loss: 1.0247708559036255
Epoch 0, Loss: 1.754384160041809
Epoch 0, Loss: 2.0860369205474854
Epoch 0, Loss: 1.4544262886047363
Epoch 0, Loss: 1.6474099159240723
Epoch 0, Loss: 1.7146449089050293
Epoch 0, Loss: 1.9364014863967896
Epoch 0, Loss: 1.7702183723449707
Epoch 0, Loss: 1.4580446481704712
Epoch 0, Loss: 1.5816559791564941
Epoch 0, Loss: 1.8353188037872314
Epoch 0, Loss: 1.8050286769866943
Epoch 0, Loss: 1.3552546501159668
Epoch 0, Loss: 1.3251014947891235
Epoch 0, Loss: 1.813369631767273
Epoch 0, Loss: 1.8715442419052124
Epoch 0, Loss: 2.077436685562134
Epoch 0, Loss: 1.5534042119979858
Epoch 0, Loss: 1.435240387916565
Epoch 0, Loss: 1.9189664125442505
Epoch 0, Loss: 1.3146620988845825
Epoch 0, Loss: 1.0707343816757202
Epoch 0, Loss: 1.8964881896972656
Epoch 0, Loss: 1.7120290994644165
Epoch 0, Loss: 1.8967434167861938
Epoch 0, Loss: 1.1166625022888184
Epoch 0, Loss: 1.8768881559371948
Epoch 0, Loss: 1.6871765851974487
Epoch 0, Loss: 1.9515904188156128
Epoch 0, Loss: 1.6542234420776367
Epoch 0, Loss: 2.1757376194000244
Epoch 0, Loss: 1.7802730798721313
Epoch 0, Loss: 1.1051579713821411
Epoch 0, Loss: 1.437231183052063
Epoch 0, Loss: 1.704991102218628
Epoch 0, Loss: 1.7842752933502197
Epoch 0, Loss: 1.7008113861083984
Epoch 0, Loss: 1.5171873569488525
Epoch 0, Loss: 1.5392450094223022
Epoch 0, Loss: 1.911499261856079
Epoch 0, Loss: 1.010077953338623
Epoch 0, Loss: 1.5696172714233398
Epoch 0, Loss: 2.081674814224243
Epoch 0, Loss: 1.6218456029891968
Epoch 0, Loss: 1.890048861503601
Epoch 0, Loss: 1.3701809644699097
Epoch 0, Loss: 1.3966013193130493
Epoch 0, Loss: 1.8213075399398804
Epoch 0, Loss: 2.022366762161255
Epoch 0, Loss: 1.4224960803985596
Epoch 0, Loss: 1.9350559711456299
Epoch 0, Loss: 1.6368211507797241
Epoch 0, Loss: 1.6155235767364502
Epoch 0, Loss: 1.278268575668335
Epoch 0, Loss: 1.901402473449707
Epoch 0, Loss: 1.922945261001587
Epoch 0, Loss: 1.4552313089370728
Epoch 0, Loss: 1.8020468950271606
Epoch 0, Loss: 1.5549144744873047
Epoch 0, Loss: 1.2660720348358154
Epoch 0, Loss: 1.619126796722412
Epoch 0, Loss: 1.4308406114578247
Epoch 0, Loss: 1.3926546573638916
Epoch 0, Loss: 1.3016449213027954
Epoch 0, Loss: 1.8905608654022217
Epoch 0, Loss: 1.7086831331253052
Epoch 0, Loss: 1.2817225456237793
Epoch 0, Loss: 1.271981120109558
Epoch 0, Loss: 1.141671061515808
Epoch 0, Loss: 1.3702389001846313
Epoch 0, Loss: 1.2326364517211914
Epoch 0, Loss: 1.5570642948150635
Epoch 0, Loss: 1.7639800310134888
Epoch 0, Loss: 1.7247120141983032
Epoch 0, Loss: 1.4258699417114258
Epoch 0, Loss: 2.1219112873077393
Epoch 0, Loss: 1.8302319049835205
Epoch 0, Loss: 1.8297866582870483
Epoch 0, Loss: 1.365307092666626
Epoch 0, Loss: 1.8234108686447144
Epoch 0, Loss: 2.0376217365264893
Epoch 0, Loss: 1.5459357500076294
Epoch 0, Loss: 1.8100274801254272
Epoch 0, Loss: 1.3216729164123535
Epoch 0, Loss: 1.4551304578781128
Epoch 0, Loss: 2.180203676223755
Epoch 0, Loss: 1.4833662509918213
Epoch 0, Loss: 1.5916790962219238
Epoch 0, Loss: 1.4009668827056885
Epoch 0, Loss: 1.4192159175872803
Epoch 0, Loss: 1.5194811820983887
Epoch 0, Loss: 1.8337904214859009
Epoch 0, Loss: 1.258867859840393
Epoch 0, Loss: 2.186218738555908
Epoch 0, Loss: 1.774896264076233
Epoch 0, Loss: 1.8656201362609863
Epoch 0, Loss: 1.5923981666564941
Epoch 0, Loss: 1.7763901948928833
Epoch 0, Loss: 1.887288212776184
Epoch 0, Loss: 1.0900027751922607
Epoch 0, Loss: 1.8504226207733154
Epoch 0, Loss: 1.3833550214767456
Epoch 0, Loss: 1.801203727722168
Epoch 0, Loss: 1.3916598558425903
Epoch 0, Loss: 1.1772446632385254
Epoch 0, Loss: 1.52581787109375
Epoch 0, Loss: 1.6210896968841553
Epoch 0, Loss: 1.2709518671035767
Epoch 0, Loss: 1.6384754180908203
Epoch 0, Loss: 1.5305368900299072
Epoch 0, Loss: 1.8721219301223755
Epoch 0, Loss: 2.096605062484741
Epoch 0, Loss: 1.6869009733200073
Epoch 0, Loss: 1.3435487747192383
Epoch 0, Loss: 1.3793212175369263
Epoch 0, Loss: 1.452967882156372
Epoch 0, Loss: 1.5254133939743042
Epoch 0, Loss: 1.2637335062026978
Epoch 0, Loss: 1.4062851667404175
Epoch 0, Loss: 1.597687840461731
Epoch 0, Loss: 1.829052209854126
Epoch 0, Loss: 2.3385167121887207
Epoch 0, Loss: 1.4097940921783447
Epoch 0, Loss: 1.5587141513824463
Epoch 0, Loss: 1.8722591400146484
Epoch 0, Loss: 1.7397964000701904
Epoch 0, Loss: 1.6439579725265503
Epoch 0, Loss: 1.8377695083618164
Epoch 0, Loss: 2.00578236579895
Epoch 0, Loss: 1.7548006772994995
Epoch 0, Loss: 1.2694512605667114
Epoch 0, Loss: 1.631905436515808
Epoch 0, Loss: 2.042652130126953
Epoch 0, Loss: 1.3585678339004517
Epoch 0, Loss: 1.6372491121292114
Epoch 0, Loss: 1.8024165630340576
Epoch 0, Loss: 1.9722157716751099
Epoch 0, Loss: 1.7585539817810059
Epoch 0, Loss: 1.8835742473602295
Epoch 0, Loss: 1.4784955978393555
